Accession	Tolid	Species	# scaffolds	Total scaffold length	Average scaffold length	Scaffold N50	Scaffold auN	Scaffold L50	Largest scaffold	Smallest scaffold	# contigs	Total contig length	Average contig length	Contig N50	Contig auN	Contig L50	Largest contig	Smallest contig	# gaps in scaffolds	Total gap length in scaffolds	Average gap length in scaffolds	Gap N50 in scaffolds	Gap auN in scaffolds	Gap L50 in scaffolds	Largest gap in scaffolds	Smallest gap in scaffolds	Base composition (A:C:G:T)	GC content	# soft-masked bases	# segments	Total segment length	Average segment length	# gaps	# paths
GCA_965113315.1	rPodVau1	Podarcis vaucheri	285	1614928384	5666415.38	99219926	93249391.22	7	141902957	1000	1234	1614738584	1308540.18	2971493	3609242.9	165	15013544	1000	949	189800	200	200	200	475	200	200	450310362:357381128:356828232:450218862	44.23	657233103	1234	1614738584	1308540.18	949	285
GCA_965153285.1	rPodTil1	Podarcis tiliguerta	258	1462327121	5667934.58	89160134	86585639.72	7	135084514	1000	1282	1462122321	1140501.03	2556791	3109762.24	174	11282361	1000	1024	204800	200	200	200	512	200	200	409113513:321978619:322001632:409028557	44.04	531378258	1282	1462122321	1140501.03	1024	258
GCA_030035675.1	rRhiFlo1	Rhineura floridana	77	2307436586	29966708.91	188683971	176780754	5	323582766	15789	319	2300970302	7213073.05	18156940	23326162.38	38	75372028	15789	242	6466284	26720.18	136576	411947.62	9	1381917	13	657155668:493177272:493053983:657583379	42.86	1034113648	319	2300970302	7213073.05	242	77
GCA_023333525.2	rAspTig1	Aspidoscelis tigris stejnegeri	186	1673115766	8995246.05	115489130	145761944.1	5	296624713	12363	296	1673104766	5652380.97	41557363	43531843.05	14	87479529	8886	110	11000	100	100	100	55	100	100	474400103:362075351:361980193:474649119	43.28	646686922	296	1673104766	5652380.97	110	186
GCA_035046505.1	rTilSci1	Tiliqua scincoides	350	1623332312	4638092.32	242160784	201114567.1	3	314321002	14015	722	1623257912	2248279.66	33113817	41456320.01	14	102907154	14015	372	74400	200	200	200	186	200	200	448486449:363050094:362992451:448728918	44.73	592456251	722	1623257912	2248279.66	372	350
GCA_029931775.1	rEulEur1	Euleptes europaea	592	1781933648	3010023.05	102317683	100709201.8	7	183506054	1000	745	1777888608	2386427.66	26991305	32876225.9	20	98702465	1000	153	4045040	26438.17	109575	163586.28	10	499096	13	491544428:396820787:397531124:491992269	44.68	700635645	745	1777888608	2386427.66	153	592
GCA_028583425.1	rEubMac1	Eublepharis macularius	75	2237379946	29831732.61	145573841	153888937.8	6	255159772	11877	136	2237373846	16451278.28	80105973	92335505.38	9	188850699	11877	61	6100	100	100	100	31	100	100	626144505:492859164:492911849:625458328	44.06	836940614	136	2237373846	16451278.28	61	75
GCA_046126795.1	rDibSmi1	Dibamus smithi	327	2282721590	6980799.97	146217707	161316072.9	6	301686990	9686	601	2282666790	3798114.46	18158878	23810694.13	34	66036565	9686	274	54800	200	200	200	137	200	200	616382261:524168594:524798249:617317686	45.95	995103385	601	2282666790	3798114.46	274	327
GCA_027410445.1	aDisPic1	Discoglossus pictus	1318	3872602052	2938241.31	453717995	356795198.6	4	567555107	202	4999	3810206057	762193.65	3043591	4820392.19	313	29500793	18	3681	62395995	16950.83	246075	274335.53	84	981195	13	1152169065:753037684:752871126:1152128182	39.52	2102916101	4999	3810206057	762193.65	3681	1318
GCA_027579735.1	aBomBom1	Bombina bombina	2468	10019681242	4059838.43	1241340601	1132019077	4	1601664463	711	9477	9820783065	1036275.52	3712229	4838402.37	740	24459601	305	7009	198898177	28377.54	205962	309334.13	263	1804498	1	2996997848:1914350997:1913749910:2995684310	38.98	6328435901	9477	9820783065	1036275.52	7009	2468
GCA_964205295.1	aBomVar4	Bombina variegata	4757	9369791316	1969684.95	1114117749	937762773.1	4	1415942608	1000	11428	9368457116	819780.99	1741680	2140968.68	1632	13204228	1000	6671	1334200	200	200	200	3336	200	200	2861502359:1823802298:1823303245:2859849214	38.93	6162768768	11428	9368457116	819780.99	6671	4757
GCA_037306005.1	aRhiDor1	Rhinophrynus dorsalis	464	4745569335	10227520.12	565843407	503094041.8	4	702319255	14628	2496	4745162916	1901106.94	12994863	18775828.58	92	94607629	14628	2032	406419	200.01	200	200.01	1016	219	200	1377750539:995340693:994856193:1377215491	41.94	2509418361	2496	4745162916	1901106.94	2032	464
GCA_040206685.1	aAscTru1	Ascaphus truei	3549	3722616900	1048919.95	424004025	295910019.5	4	555822420	6931	9569	3721412824	388903	981472	1388351.26	1005	6913250	6931	6020	1204076	200.01	200	200.02	3010	276	200	1024626642:834772192:836744412:1025269578	44.92	2031833847	9569	3721412824	388903	6020	3549
GCA_036172605.1	aPelFus1	Pelobates fuscus	160	3606474367	22540464.79	387735018	338954054.6	5	499470508	1000	509	3606404741	7085274.54	29412599	34225876.44	37	94952142	1000	349	69626	199.5	200	199.94	175	200	26	1046145103:758137304:757965053:1044157281	42.04	1827037582	509	3606404741	7085274.54	349	160
GCA_036172795.1	aPelIbe1	Pelodytes ibericus	99	2077659799	20986462.62	222280400	201063630.1	5	302547531	8000	361	2077607399	5755145.15	19137354	25982099.39	30	94589335	8000	262	52400	200	200	200	131	200	200	625858122:413064961:412442061:626242255	39.73	1007204234	361	2077607399	5755145.15	262	99
GCA_027358695.2	aSpeBom1	Spea bombifrons	17	987655159	58097362.29	114150385	103637497.9	4	165483513	24339	119	983832516	8267500.13	21170366	34949156.55	10	90256550	24339	102	3822643	37476.89	805906	1008732.72	2	1740727	13	293190719:199097608:198838621:292705568	40.45	350566278	119	983832516	8267500.13	102	17
GCA_038501925.1	aXenPet1	Xenopus petersii	888	2883796191	3247518.23	160347489	161111582.5	8	241009896	11070	1388	2883696191	2077590.92	15294995	17422724.67	57	46795836	11070	500	100000	200	200	200	250	200	200	872141129:569778030:569964448:871812584	39.52	1294592026	1388	2883696191	2077590.92	500	888
GCA_035609145.1	aEleCoq1	Eleutherodactylus coqui	957	3371316047	3522796.29	277440397	280972624.9	5	538120716	10585	1616	3371184247	2086128.87	10388966	14867484.37	89	82819733	10585	659	131800	200	200	200	330	200	200	928232181:756204829:757646775:929100462	44.91	1801942267	1616	3371184247	2086128.87	659	957
GCA_040937935.1	aHypRig1	Hyperolius riggenbachi	477	4915935452	10305944.34	451034413	445625376.3	5	691750716	13383	3516	4915328756	1397988.84	2674826	3455693.84	544	19566916	1	3039	606696	199.64	200	199.94	1517	236	29	1352211706:1105179439:1105719431:1352218180	44.98	2935732164	3516	4915328756	1397988.84	3039	477
GCA_905171765.1	aBufBuf1	Bufo bufo	1307	5044762059	3859802.65	635713434	602238362.6	4	843366180	472	5506	5034883801	914435.85	3941737	5304968.51	351	23035304	25	4199	9878258	2352.53	80496	125164.09	27	351611	5	1397343779:1120265202:1119879273:1397395547	44.49	3136518375	5506	5034883801	914435.85	4199	1307
GCA_027789765.1	aDenEbr1	Dendropsophus ebraccatus	2200	2214937069	1006789.58	153439414	147634356.3	6	234432908	1005	3004	2208244125	735101.24	8808153	11934000.47	65	53828024	157	804	6692944	8324.56	117741	191823.17	14	625918	7	618648332:485629094:485242017:618724682	43.97	1119187375	3004	2208244125	735101.24	804	2200
GCA_029499605.1	aHylSar1	Hyla sarda	3475	4142177554	1191993.54	384967061	352847123.2	5	620771670	1000	5772	4141718327	717553.42	3809262	5899666.72	271	41226019	1000	2297	459227	199.92	200	199.99	1149	200	27	1161729911:908616951:909402277:1161969188	43.9	2634831157	5772	4141718327	717553.42	2297	3475
GCA_032444005.1	aRanImi1	Ranitomeya imitator	1673	5956630009	3560448.3	725832262	761348037.9	4	1253408930	3401	2438	5956549850	2443211.59	13907627	17717486.28	124	74600702	19	765	80159	104.78	100	110.31	358	200	27	1641295119:1338253087:1339214669:1637786975	44.95	4268312094	2438	5956549850	2443211.59	765	1673
GCA_048569485.1	aAnoBae1	Anomaloglossus baeobatrachus	3642	6265077250	1720229.89	707508717	579433485.1	4	977094522	2321	7414	6264336818	844933.48	2835192	3682424.38	626	19010593	2007	3772	740432	196.3	200	198.16	1851	249	26	1683122115:1448768658:1449703488:1682742557	46.27	4333931281	7414	6264336818	844933.48	3772	3642
GCA_040894005.1	aEngPut4	Engystomops pustulosus	936	2158203323	2305772.78	214838416	202936519.9	5	306306954	9961	1372	2158116123	1572970.94	21805561	27606712.49	27	76977749	9961	436	87200	200	200	200	218	200	200	613682088:466579357:465557897:612296781	43.19	1117374380	1372	2158116123	1572970.94	436	936
GCA_031893055.1	aLepFus1	Leptodactylus fuscus	1266	2197996823	1736174.43	226021100	216120424.9	4	371056122	11319	2242	2177615064	971282.37	5334240	7138233.3	108	29677041	11319	976	20381759	20882.95	234023	332200.66	24	1281072	13	620657651:467117627:468441448:621398338	42.96	1169486263	2242	2177615064	971282.37	976	1266
GCA_028390025.1	aPseCor3	Pseudophryne corroboree	3127	8872758793	2837466.83	846894890	759570168	5	1251518389	1000	5826	8851546336	1519317.94	6819095	9436278.36	353	49049723	159	2699	21212457	7859.38	79020	103295.91	80	428545	13	2404300706:2019606578:2022065487:2405573565	45.66	6273008921	5826	8851546336	1519317.94	2699	3127
GCA_038048845.1	aMixFle1	Mixophyes fleayi	2806	2969628263	1058313.71	346624570	276278104.8	4	463649476	10329	4227	2965826130	701638.55	4050021	5274378.39	203	23175378	1	1421	3802133	2675.67	45788	74626.98	19	219021	13	885267041:597760278:598041340:884757471	40.32	1358710569	4227	2965826130	701638.55	1421	2806
GCA_027917425.1	aGasCar1	Gastrophryne carolinensis	1002	4336248441	4327593.25	489283037	456810144.4	4	660159871	1000	2747	4335899441	1578412.61	4962642	6467288.84	248	31750250	1000	1745	349000	200	200	200	873	200	200	1155368530:1014030758:1014134066:1152366087	46.78	2592327746	2747	4335899441	1578412.61	1745	1002
GCA_048565345.1	aManAur1	Mantella aurantiaca	3088	3336112499	1080347.31	333086339	297054611.8	5	505206504	2278	7226	3335285250	461567.29	2265415	3007557.16	401	21879361	1	4138	827249	199.92	200	199.99	2069	200	21	983779221:684823455:682639318:984043256	41	1725254883	7226	3335285250	461567.29	4138	3088
GCA_905171775.1	aRanTem1	Rana temporaria	555	4111445260	7408009.48	481763206	410025773.7	4	690654357	563	2415	4085251226	1691615.41	6262427	7684950.53	197	39532736	100	1860	26194034	14082.81	318586	652930.78	17	2218725	4	1140895443:901509422:902139761:1140706600	44.15	2244424266	2415	4085251226	1691615.41	1860	555
GCA_965119305.1	aPelLes1	Pelophylax lessonae	1328	5811246175	4375938.38	677924506	551095044.8	4	896647653	1000	4372	5810637375	1329057.04	3786355	4725461.11	455	29469752	1000	3044	608800	200	200	200	1522	200	200	1634212984:1270439657:1271661991:1634322743	43.75	3456020913	4372	5810637375	1329057.04	3044	1328
GCA_040938575.1	aAmbMet2	Ambystoma mexicanum x Ambystoma tigrinum	220	29117848270	132353855.8	1489131749	1406365794	10	1740248193	19791	2315	29117430970	12577723.96	23068610	28098197.04	384	120835383	19791	2095	417300	199.19	200	199.59	1044	200	100	7811934983:6745963420:6746276474:7813256093	46.34	14479815520	2315	29117430970	12577723.96	2095	220
GCA_026652325.1	aPleWal1	Pleurodeles waltl	267	20300798037	76032951.45	1237754594	1344254811	7	1917772152	3357	1189	20300464995	17073561.81	45590032	60679906.99	125	222933365	3357	922	333042	361.22	500	408.13	333	740	240	5485693136:4662639597:4664470529:5487661733	45.95	11369904792	1189	20300464995	17073561.81	922	267
GCA_964204655.1	aTriCri1	Triturus cristatus	1304	22324633092	17120117.4	1248769876	1342719344	8	1950672471	1000	6002	22323693492	3719375.79	8497210	10291941.19	808	53546240	1000	4698	939600	200	200	200	2349	200	200	6080005549:5077768453:5085434705:6080484785	45.53	11257114781	6002	22323693492	3719375.79	4698	1304
GCA_964263255.1	aLisVul1	Lissotriton vulgaris	15265	24226223864	1587043.82	1925992481	1527463911	6	2145962954	1000	19295	24225418039	1255528.27	6568731	7923203.85	1102	34933532	1000	4030	805825	199.96	200	199.99	2015	200	25	6654736994:5456698845:5458968591:6655013609	45.06	11408787683	19295	24225418039	1255528.27	4030	15265
GCA_964261635.1	aLisHel1	Lissotriton helveticus	448	23170028842	51718814.38	2132484007	1752204111	6	2146314909	1000	5693	23168979842	4069731.22	7795245	9272526.26	941	47371485	1000	5245	1049000	200	200	200	2623	200	200	6361577644:5224285306:5221697065:6361419827	45.09	10914828389	5693	23168979842	4069731.22	5245	448
GCA_901001135.2	aRhiBiv1	Rhinatrema bivittatum	1330	5319239186	3999427.96	486875112	485923529.8	4	839681426	120	4903	5285283346	1077969.27	3216284	3943941.11	489	16348592	52	3573	33955840	9503.45	136639	199887.02	67	771063	4	1469234858:1173353317:1173212914:1469482257	44.4	2309964629	4903	5285283346	1077969.27	3573	1330
GCA_901765095.2	aMicUni1	Microcaecilia unicolor	1081	4685939421	4334819.08	376147139	436672789.7	4	772932187	2048	3533	4638502143	1312907.48	3650988	4817809.11	367	33608330	221	2452	47437278	19346.36	466451	724023.4	25	2824530	1	1298410461:1020712314:1020834581:1298544787	44.01	2430189469	3533	4638502143	1312907.48	2452	1081
GCA_902459505.2	aGeoSer1	Geotrypetes seraphini	164	3779430017	23045304.98	272612222	317611545.6	5	550518975	2393	597	3773927304	6321486.27	20656571	27030387.45	53	104402355	405	433	5502713	12708.34	112069	158328.68	13	430889	13	1071037292:815791260:815981822:1071116930	43.24	1971591364	597	3773927304	6321486.27	433	164
GCA_900747795.4	fErpCal1.3	Erpetoichthys calabaricus	169	3613551089	21381959.11	217689105	235383332.8	6	356776219	1796	1600	3583843432	2239902.15	6772339	8648849.23	155	31810781	263	1431	29707657	20760.07	204732	277465.47	37	960416	13	1086501587:705557342:705348323:1086436180	39.37	1701508834	1600	3583843432	2239902.15	1431	169
GCA_902713425.2	fAciRut3	Acipenser ruthenus	1731	1899810788	1097522.12	42723358	56084165.05	12	120284971	9126	2164	1899724488	877876.38	8776027	10180590.73	65	31312220	9126	433	86300	199.31	200	199.65	216	200	100	568726504:380594877:381406271:568996836	40.11	781840306	2164	1899724488	877876.38	433	1731
GCA_036373705.1	fAmiCal2	Amia calva	390	989120851	2536207.31	44181238	41418101.42	10	64379224	4190	487	989101451	2031009.14	17465777	17537303.51	20	37401183	4190	97	19400	200	200	200	49	200	200	293178870:201680863:201414229:292827489	40.75	365899834	487	989101451	2031009.14	97	390
GCA_040954835.1	fLepOcu1	Lepisosteus oculatus	817	1200606178	1469530.21	47769348	45020380.75	10	78916909	15282	912	1200587178	1316433.31	20019514	20884767.73	20	52296021	15282	95	19000	200	200	200	48	200	200	356051735:243723699:244414531:356397213	40.66	450891160	912	1200587178	1316433.31	95	817
GCA_013368585.1	fMegCyp1	Megalops cyprinoides	207	959258777	4634100.37	38251172	41592623.48	10	74015632	15262	270	958975679	3551761.77	26850664	27964021.76	13	65828915	3657	63	283098	4493.62	73481	84129.75	2	127060	13	273170416:206341661:206242077:273221525	43.02	204710499	270	958975679	3551761.77	63	207
GCA_013347855.1	fAngAng1	Anguilla anguilla	53	979029243	18472249.87	57205429	57127856.57	7	88055840	7279	693	975160744	1407158.36	5114673	6636859.08	54	23793964	555	640	3868499	6044.53	142494	156039.37	10	397544	9	274893768:212700238:212840220:274726518	43.64	257515586	693	975160744	1407158.36	640	53
GCA_963514075.1	fConCon1	Conger conger	381	1136421744	2982734.24	64882367	62956130.29	8	96783005	1000	1390	1136219944	817424.42	3090688	3902243.74	105	14074610	1000	1009	201800	200	200	200	505	200	200	318904645:249769123:248964474:318581702	43.89	389937519	1390	1136219944	817424.42	1009	381
GCA_900964775.1	fSclFor1	Scleropages formosus	71	784546363	11049948.77	31084684	32733141.32	11	54115380	23590	216	784505003	3631967.61	9102216	9472590.53	31	24226940	2021	145	41360	285.24	500	5825.89	6	14756	13	218883454:173235153:173217380:219169016	44.16	204020021	216	784505003	3631967.61	145	71
GCA_900700375.2	fDenClu1	Denticeps clupeoides	461	567417970	1230841.58	22793177	25377924.1	9	42171479	8882	925	562769583	608399.55	3059612	3653736.25	53	11643062	193	464	4648387	10018.08	189773	236768.78	8	518837	13	158555667:122939828:122914339:158359749	43.69	159692746	925	562769583	608399.55	464	461
GCA_018492685.1	fAloSap1	Alosa sapidissima	73	903564947	12377602.01	38440066	37957633.64	11	56504578	2376	1712	898569135	524865.15	1565278	2070271.81	165	12180528	2376	1639	4995812	3048.09	20007	52952.94	59	368186	13	255331168:194056410:193903449:255278108	43.18	344765054	1712	898569135	524865.15	1639	73
GCA_963457725.1	fSprSpr1	Sprattus sprattus	387	840332306	2171401.31	33839184	43576246.75	9	78916084	1000	1888	840032080	444932.25	1216682	1732233.45	186	7550000	1000	1501	300226	200.02	200	200.02	751	226	200	235627376:184248296:183963605:236192803	43.83	287030006	1888	840032080	444932.25	1501	387
GCA_963854185.1	fSarPil1	Sardina pilchardus	241	869414035	3607527.12	34617450	35724230.93	12	52055910	1000	1895	869083235	458619.12	1117303	1482715.97	218	5923256	1000	1654	330800	200	200	200	827	200	200	241401948:193131245:193124516:241425526	44.44	315551505	1895	869083235	458619.12	1654	241
GCA_048544225.1	fColCha1	Coilia mystus	184	854254650	4642688.32	34984248	34486260.27	12	45051600	1000	1316	854141450	649043.66	1817416	2986859.97	112	15185573	757	1132	113200	100	100	100	566	100	100	239008306:187942439:187813593:239377112	43.99	314318903	1316	854141450	649043.66	1132	184
GCA_902362185.1	fChaCha1	Chanos chanos	30	656912816	21897093.87	50300218	46715533.73	6	63121898	21534	141	652682485	4628953.79	23134051	20823926.71	11	43225175	1594	111	4230331	38111.09	2319715	1919627.5	1	2319715	13	190713627:135533910:135529798:190905150	41.53	167326287	141	652682485	4628953.79	111	30
GCA_944039275.1	fDanRer4	Danio rerio	73	1413675870	19365422.88	58626443	57898838.78	11	79028891	9269	454	1413553475	3113553.91	6927137	9094173.99	59	28607879	9269	381	122395	321.25	500	392.27	123	500	17	444984884:262864655:261216670:444487266	37.08	715877321	454	1413553475	3113553.91	381	73
GCA_949152265.1	fPhoPho1	Phoxinus phoxinus	125	950498056	7603984.45	36753459	39085546.16	11	55893807	1000	1006	950321856	944653.93	1988965	2525835.95	142	13105714	1000	881	176200	200	200	200	441	200	200	288662936:186371578:186243476:289043866	39.21	375408127	1006	950321856	944653.93	881	125
GCA_951802725.1	fRutRut2	Rutilus rutilus	85	1100195650	12943478.24	43935812	46488689.68	11	80293868	1000	556	1100101450	1978599.73	3932511	4386604.73	91	13821085	1000	471	94200	200	200	200	236	200	200	336701244:213412701:213441219:336546286	38.8	439694335	556	1100101450	1978599.73	471	85
GCA_949319135.1	fSquCep2.1	Squalius cephalus	106	1101930522	10395570.96	41795634	45505349.12	11	70742303	1000	694	1101812922	1587626.69	3040692	3409309.82	117	10981208	1000	588	117600	200	200	200	294	200	200	337311669:213196946:213525660:337778647	38.73	444784840	694	1101812922	1587626.69	588	106
GCA_936440315.1	fBarBab1	Barbus barbus	92	1584929904	17227498.96	31505967	32634560.9	22	47791430	12731	200	1584908304	7924541.52	22843665	20676259.29	29	40726689	12731	108	21600	200	200	200	54	200	200	492251731:300171720:300343361:492141492	37.89	655883181	200	1584908304	7924541.52	108	92
GCA_947034865.1	fBarBar1	Barbatula barbatula	100	617663352	6176633.52	24423978	25231642.41	12	36424156	1000	925	617498352	667565.79	2654543	3085774.62	72	13962000	1000	825	165000	200	200	200	413	200	200	186144591:122696392:122392563:186264806	39.69	207759015	925	617498352	667565.79	825	100
GCA_963993115.1	fAbrBra2.1	Abramis brama	208	1108218292	5327972.56	42794514	46846906.02	11	79936830	1000	893	1108081292	1240852.51	3478172	3784880.24	108	12857093	1000	685	137000	200	200	200	343	200	200	339982429:214009660:213901908:340187295	38.62	436748347	893	1108081292	1240852.51	685	208
GCA_964197995.1	fScaEry2	Scardinius erythrophthalmus	755	1229666150	1628696.89	44954600	47079346.88	11	80171683	1000	1591	1229498950	772783.75	2291051	2841895.32	157	9866000	1000	836	167200	200	200	200	418	200	200	375082890:239968508:239837529:374610023	39.02	531566949	1591	1229498950	772783.75	836	755
GCA_965113295.1	fLeuLeu2	Leuciscus leuciscus	876	1198377133	1368010.43	43730789	46798059.84	11	84825578	1000	2078	1198136733	576581.68	1661817	2212019.98	205	9432437	1000	1202	240400	200	200	200	601	200	200	365522016:233883265:233800621:364930831	39.03	495570234	2078	1198136733	576581.68	1202	876
GCA_949357685.1	fGobGob1	Gobio gobio	231	1460679231	6323286.71	58069932	58924150.73	11	87331821	1000	1277	1460470031	1143672.69	2576923	3197999.21	170	13998120	1000	1046	209200	200	200	200	523	200	200	440076769:290054937:290318919:440019406	39.74	791950386	1277	1460470031	1143672.69	1046	231
GCA_963082965.1	fCarcar2	Carassius carassius	278	1684313041	6058680	32663704	33768028.46	23	53933806	1000	1110	1684146641	1517249.23	3822391	4569296.53	135	15756000	1000	832	166400	200	200	200	416	200	200	519557907:322555204:322710076:519323454	38.31	735833105	1110	1684146641	1517249.23	832	278
GCA_038024135.1	fCypVen1	Cyprinella venusta	413	928717837	2248711.47	35217774	37227111.72	11	59110519	13508	1133	928583337	819579.29	1550857	2533198.03	160	13316459	163	720	134500	186.81	200	192.94	337	200	100	284255350:180507953:179716805:284103229	38.79	434216878	1133	928583337	819579.29	720	413
GCA_048301585.1	fRhiNas1	Rhinogobio nasutus	70	953377980	13619685.43	38227425	38654092.07	12	52118804	22807	72	953377780	13241358.06	38227425	38509834.89	12	52118804	22807	2	200	100	100	100	1	100	100	290892282:185676311:185778714:291030473	38.96	424188010	72	953377780	13241358.06	2	70
GCA_041902795.1	fEleEle2	Electrophorus electricus	460	833427914	1811799.81	30383234	28091923.86	11	45481281	520	509	831323697	1633248.91	22449376	21563395.01	15	40310652	520	49	2104217	42943.2	114918	114435.11	7	220612	10	242104441:173239150:173744786:242235320	41.74	286047319	509	831323697	1633248.91	49	460
GCA_015220715.1	fPygNat1	Pygocentrus nattereri	56	1222067157	21822627.8	42283192	42715037.07	13	57280940	2017	359	1211907973	3375788.23	12898870	14674333.55	29	32743256	139	303	10159184	33528.66	778504	778664.9	5	1440661	13	359983118:245819920:245957123:360147812	40.58	425374165	359	1211907973	3375788.23	303	56
GCA_029633855.2	fHopMal1	Hoplias malabaricus	597	1186354877	1987194.1	53138383	56903781.9	8	90976188	2000	1586	1121252936	706969.06	3626585	6608629.72	68	26945060	2000	989	65101941	65826.03	513542	1022320.67	27	3867415	13	330671434:229696905:229883830:331000767	40.99	434715998	1586	1121252936	706969.06	989	597
GCA_030463535.1	fSalBra1	Salminus brasiliensis	104	1066501646	10254823.52	40765202	46596068	11	99388286	17959	830	1057429429	1274011.36	5834861	7721175.83	47	23834934	17959	726	9072217	12496.17	79698	184762.13	23	764825	13	309186428:218138028:218525791:311579182	41.29	378769055	830	1057429429	1274011.36	726	104
GCA_023375975.1	fAstMex1	Astyanax mexicanus	109	1373169186	12597882.44	51923808	58104548.9	11	134019835	20700	123	1373162186	11163920.21	47087582	50288725.5	11	134019835	20700	14	7000	500	500	500	7	500	500	423692558:262500672:262536383:424432573	38.24	629760039	123	1373162186	11163920.21	14	109
GCA_946808225.1	fSilAri1	Silurus aristotelis	241	800118513	3319993.83	30578072	29035302.88	12	44060567	1000	1036	799959513	772161.69	4577990	5809939.39	49	19180065	1000	795	159000	200	200	200	398	200	200	243812899:155472355:155702361:244971898	38.9	327617615	1036	799959513	772161.69	795	241
GCA_027358585.1	fPanHyp1	Pangasianodon hypophthalmus	59	764990969	12965948.63	26128932	26883266	13	36215093	282	295	761110991	2580037.26	13007371	12357677.49	22	26025501	282	236	3879978	16440.58	118200	108271.43	14	227894	23	232483307:148468065:148265343:231894276	38.99	240208146	295	761110991	2580037.26	236	59
GCA_027579695.1	fNeoGra1	Neoarius graeffei	38	2341916362	61629377.95	83992109	89793933.29	11	131004987	29346	372	2328656222	6259828.55	14859289	17440767.81	50	61733323	15320	334	13260140	39701.02	1585142	1164669.1	4	2165723	13	670095048:494046118:494351735:670163321	42.44	1453063693	372	2328656222	6259828.55	334	38
GCA_030014385.1	fTriRos1	Trichomycterus rosablanca	349	1045025885	2994343.51	40419146	43519965.15	10	87397567	1000	547	1044986285	1910395.4	13074164	15907994.43	24	40042000	1000	198	39600	200	200	200	99	200	200	312233583:210546131:210254475:311952096	40.27	500997587	547	1044986285	1910395.4	198	349
GCA_024256435.1	fClaGar1	Clarias gariepinus	119	972641408	8173457.21	34021760	35373309.56	12	51775064	10904	299	972632893	3252952.82	32098287	30571942.15	13	43438653	1	180	8515	47.31	500	1062.36	4	2500	1	296559447:189542458:189544759:296986229	38.98	371017529	299	972632893	3252952.82	180	119
GCA_049190665.1	fLepSal2	Lepidogalaxias salamandroides	2987	735065728	246088.29	27841354	27527018.69	10	61963674	1907	4352	734796728	168841.16	776167	1258548.25	226	5807458	1416	1365	269000	197.07	200	198.51	673	200	100	202075064:165220547:165556935:201944182	45.02	289138381	4352	734796728	168841.16	1365	2987
GCA_951799395.1	fArgSil1	Argentina silus	1024	670765936	655044.86	24540466	27553068.3	10	54096584	1000	2776	670415536	241504.16	858168	1417770.19	188	7041626	1000	1752	350400	200	200	200	876	200	200	185153965:150096589:149938343:185226639	44.75	254680186	2776	670415536	241504.16	1752	1024
GCA_963989245.1	fNanAnt1	Nansenia antarctica	1177	1085794659	922510.33	66745282	61796023.38	7	114812566	1000	4476	1085134859	242434.06	750607	1062757.88	386	7084714	1000	3299	659800	200	200	200	1650	200	200	297632565:245130718:245517426:296854150	45.22	509313841	4476	1085134859	242434.06	3299	1177
GCA_017639675.1	fAplTae1	Aplochiton taeniatus	41	461946147	11266979.2	20392628	27405405.76	8	55692580	11237	1199	453790189	378473.89	956540	1155081.86	145	5282126	682	1158	8155958	7043.14	96592	117936.7	26	371799	13	124642904:102183268:102070952:124893065	45.01	122641767	1199	453790189	378473.89	1158	41
GCA_011004845.1	fEsoLuc1 	Esox lucius	53	918749000	17334886.79	37473588	38482820.48	11	55408060	3799	165	917726265	5561977.36	22630263	23514985.63	14	50352851	1675	112	1022735	9131.56	136030	147330.68	3	235536	13	265084683:193756820:193728407:265156355	42.22	290391356	165	917726265	5561977.36	112	53
GCA_901001165.2	fSalTru1	Salmo trutta	1441	2371880186	1645995.97	52209666	54602379.48	18	97529106	6004	5382	2298279481	427030.75	1692994	2959943.04	295	14403744	1	3941	73600705	18675.64	132444	197172.97	162	1160791	1	650731493:498042885:498445957:651059146	43.36	1206892863	5382	2298279481	427030.75	3941	1441
GCA_036784965.1	fSalAlp2	Salvelinus alpinus	1169	2129031653	1821241.79	58852000	77916444.91	10	218933541	13067	4404	2128384653	483284.44	1203068	1772941.84	463	9691759	1691	3235	647000	200	200	200	1618	200	200	601874697:460705840:462433137:603370979	43.37	1089122386	4404	2128384653	483284.44	3235	1169
GCA_964263955.1	fCorLav1	Coregonus lavaretus	11150	2842862595	254965.26	47422375	41075708.25	24	95564469	1000	17145	2841663595	165742.99	476628	841604.4	1337	4941238	1000	5995	1199000	200	200	200	2998	200	200	797552048:623735246:623005314:797370987	43.87	1715794762	17145	2841663595	165742.99	5995	11150
GCA_038355195.1	fOsmMor3	Osmerus mordax	365	497673479	1363488.98	18699972	17990281.92	12	26325141	13491	2272	497309279	218886.13	607895	1634704.72	157	8303878	164	1907	364200	190.98	200	195.28	911	200	100	135486188:113209959:113332638:135280494	45.55	167583137	2272	497309279	218886.13	1907	365
GCA_963692335.1	fOsmEpe2	Osmerus eperlanus	1008	508737883	504700.28	18633437	18083827.7	12	27410175	1000	3470	508245483	146468.44	396237	1008143.19	272	9150893	1000	2462	492400	200	200	200	1231	200	200	138808336:115385911:115433497:138617739	45.41	174600851	3470	508245483	146468.44	2462	1008
