Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Complete_BUSCO,Single_BUSCO,Duplicated_BUSCO,Fragmented_BUSCO,Missing_BUSCO,STOP_BUSCO,Frameshift_BUSCO,Complete_Compleasm,Single_Compleasm,Duplicated_Compleasm,Retrocopy_Compleasm,Fragmented_Compleasm,Missing_Compleasm,Frameshift_Compleasm,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content,# soft-masked bases,# segments,Total segment length,Average segment length,# gaps,# paths,Technology,Extended lineage,Assembly tech,Complete_BUSCO_log10p1,Single_BUSCO_log10p1,Duplicated_BUSCO_log10p1,Fragmented_BUSCO_log10p1,Missing_BUSCO_log10p1,STOP_BUSCO_log10p1,Frameshift_BUSCO_log10p1,Complete_Compleasm_log10p1,Single_Compleasm_log10p1,Duplicated_Compleasm_log10p1,Retrocopy_Compleasm_log10p1,Fragmented_Compleasm_log10p1,Missing_Compleasm_log10p1,Frameshift_Compleasm_log10p1,# scaffolds_log10p1,Total scaffold length_log10p1,Average scaffold length_log10p1,Scaffold N50_log10p1,Scaffold auN_log10p1,Scaffold L50_log10p1,Largest scaffold_log10p1,Smallest scaffold_log10p1,# contigs_log10p1,Total contig length_log10p1,Average contig length_log10p1,Contig N50_log10p1,Contig auN_log10p1,Contig L50_log10p1,Largest contig_log10p1,Smallest contig_log10p1,# gaps in scaffolds_log10p1,Total gap length in scaffolds_log10p1,Average gap length in scaffolds_log10p1,Gap N50 in scaffolds_log10p1,Gap auN in scaffolds_log10p1,Gap L50 in scaffolds_log10p1,Largest gap in scaffolds_log10p1,Smallest gap in scaffolds_log10p1,Base composition (A:C:G:T)_log10p1,GC content_log10p1,# soft-masked bases_log10p1,# segments_log10p1,Total segment length_log10p1,Average segment length_log10p1,# gaps_log10p1,# paths_log10p1
GCF_009764475.1,sharks,46,649,26,7458.46,7594,1696,13438,6,18,22,0,2,0,4,0,18,0,22,0,0,9764475,1,24,46,13.04347826,39.13043478,52.17391304,28.26086957,3303,3266,37,21,66,81,394,3305,3292,13,0,21,64,183,173,2267857790,13109004.57,101699621,84864889.56,10,149968914,1242,871,2247294914,2580131.93,17009522,20739928.71,39,69115116,59,698,20562876,29459.71,166899,240873.61,32,813659,13,,42.38,854301340,871,2247294914,2580131.93,698,173,CLR,Cartilaginous fishes,CLR I,3.519040039,3.514149134,1.579783597,1.342422681,1.826074803,1.913813852,2.596597096,3.519302849,3.517591731,1.146128036,0,1.342422681,1.812913357,2.264817823,2.240549248,9.355615818,7.117569748,8.007319339,7.928728056,1.041392685,8.176001249,3.094471129,2.940516485,9.351660069,6.411642082,7.230692135,7.31680728,1.602059991,7.839573048,1.77815125,2.844477176,7.313083878,4.469243209,5.222456337,5.381791024,1.51851394,5.910442966,1.146128036,,1.637289548,8.931611088,2.940516485,9.351660069,6.411642082,2.844477176,2.240549248
GCF_035084215.1,sharks,46,1606,41,9352.07,9735,539,27120,23,8,14,0,9,0,14,0,8,0,14,0,0,35084215,1,31,46,50,17.39130435,67.39130435,44.56521739,3295,3240,55,41,54,73,176,3292,3268,21,3,46,52,55,1880,3249935392,1728689.04,66821466,78695866.05,15,198562713,6694,3714,3249568592,874951.16,4905566,7467796.76,162,41169188,6694,1834,366800,200,200,200,917,200,200,,44.37,1842223263,3714,3249568592,874951.16,1834,1880,HiFi,Cartilaginous fishes,HiFi,3.517987203,3.510679031,1.748188027,1.62324929,1.740362689,1.86923172,2.247973266,3.517591731,3.514414921,1.342422681,0.602059991,1.672097858,1.72427587,1.748188027,3.274388796,9.511874728,6.23771713,7.824916006,7.895951925,1.204119983,8.2978977,3.825750581,3.569958818,9.511825709,5.941984308,6.690689212,6.873192548,2.212187604,7.614572312,3.825750581,3.263636069,5.564430511,2.303196057,2.303196057,2.303196057,2.962842681,2.303196057,2.303196057,,1.656768779,9.265342262,3.569958818,9.511825709,5.941984308,3.263636069,3.274388796
GCA_028020825.1,birds,45,194,26,13995.4,8691,6078,49995,2,19,21,0,0,0,2,4,15,1,20,0,0,28020825,1,21,45,4.444444444,42.22222222,46.66666667,28.88888889,3373,3314,59,1,16,273,572,3378,3333,44,1,2,10,57,1038,1271141449,1224606.41,58393285,69197747.02,7,177501524,17139,1241,1268974171,1022541.64,11637970,19334359.02,27,79645112,17139,203,2167278,10676.25,494826,439338.24,2,785652,13,,42.35,343336634,1241,1268974171,1022541.64,203,1038,HiFi,Birds,HiFi,3.528145078,3.520483533,1.77815125,0.301029996,1.230448921,2.437750563,2.758154622,3.528788192,3.522965595,1.653212514,0.301029996,0.477121255,1.041392685,1.763427994,3.016615548,9.104193881,6.087996883,7.766362915,7.840091961,0.903089987,8.249202089,4.234010818,3.094121596,9.103452783,6.009681427,7.065877271,7.286329801,1.447158031,7.901159133,4.234010818,2.309630167,6.335914823,4.028459412,5.694453389,5.642799994,0.477121255,5.895230773,1.146128036,,1.636989102,8.535720146,3.094121596,9.103452783,6.009681427,2.309630167,3.016615548
GCF_020740725.1,birds,44,278,24,10311.3,9788,1361,19783,6,13,25,0,5,0,1,1,12,5,20,0,0,20740725,1,19,43,13.95348837,30.23255814,44.18604651,27.90697674,3372,3359,13,6,12,186,532,3375,3368,6,1,6,9,72,187,1151594481,6158259.26,76278832,65174594.99,6,123451405,2297,481,1149781254,2390397.62,23064755,27946083.06,15,80326523,2297,294,1813227,6167.44,1373673,1052157.98,1,1373673,13,,43.3,262096878,481,1149781254,2390397.62,294,187,HiFi,Birds,HiFi,3.528016341,3.526339277,1.146128036,0.84509804,1.113943352,2.271841607,2.726727209,3.528402438,3.527501011,0.84509804,0.301029996,0.84509804,1,1.86332286,2.274157849,9.061299575,6.789458039,7.88240404,7.814078348,0.84509804,8.091496041,3.361350024,2.683047038,9.060615224,6.378470329,7.362948865,7.446320961,1.204119983,7.904858974,3.361350024,2.469822016,6.258452417,3.790175345,6.137883678,6.022081366,0.301029996,6.137883678,1.146128036,,1.646403726,8.418461849,2.683047038,9.060615224,6.378470329,2.469822016,2.274157849
GCF_030936135.1,birds,44,240,21,8498.43,8678,2212,14172,2,17,25,0,2,0,0,1,16,1,24,0,0,30936135,1,19,44,4.545454545,38.63636364,43.18181818,23.86363636,3379,3374,5,2,9,244,616,3385,3380,5,0,2,3,42,1186,1321287916,1114070.76,50637386,60950168.78,8,133328454,17343,1435,1321238116,920723.43,13765203,15548254.43,31,62764780,17343,249,49800,200,200,200,125,200,200,,43.11,303175453,1435,1321238116,920723.43,249,1186,HiFi,Birds,HiFi,3.5289167,3.528273777,0.77815125,0.477121255,1,2.389166084,2.790285164,3.529686954,3.529045171,0.77815125,0,0.477121255,0.602059991,1.633468456,3.074450719,9.120997463,6.046913166,7.704471287,7.78497492,0.954242509,8.124922847,4.239149265,3.15715444,9.120981094,5.964129667,7.138782652,7.191681667,1.505149978,7.797716018,4.239149265,2.397940009,4.697238063,2.303196057,2.303196057,2.303196057,2.100370545,2.303196057,2.303196057,,1.644537058,8.481694037,3.15715444,9.120981094,5.964129667,2.397940009,3.074450719
GCA_020746105.1,birds,43,202,14,4307.5,3852,2015,8190,0,14,29,0,0,0,0,8,6,6,23,0,0,20746105,1,14,42,0,33.33333333,33.33333333,16.66666667,3382,3367,15,2,6,197,617,3384,3371,11,2,3,3,100,182,1165749515,6405217.12,82617956,93688524,5,222214447,1349,435,1155478760,2656273.01,16237294,18147070.16,23,44073144,726,253,10270755,40595.87,241935,347944.43,12,1121181,13,,42.8,255034707,435,1155478760,2656273.01,253,182,CLR,Birds,CLR II,3.529301998,3.527372083,1.204119983,0.477121255,0.84509804,2.29666519,2.790988475,3.529558673,3.527887566,1.079181246,0.477121255,0.602059991,0.602059991,2.004321374,2.26245109,9.066605244,6.806533924,7.917074451,7.971686402,0.77815125,8.346772293,3.130333768,2.639486489,9.062761967,6.424272873,7.210513681,7.258806542,1.380211242,7.644174042,2.861534411,2.404833717,7.011602412,4.608492551,5.383700496,5.541511137,1.113943352,6.049676117,1.146128036,,1.641474111,8.406599288,2.639486489,9.062761967,6.424272873,2.404833717,2.26245109
GCA_027574665.1,birds,43,295,23,5384.91,5860,601,9494,5,14,24,1,3,0,1,0,14,5,19,0,0,27574665,1,19,43,11.62790698,32.55813953,44.18604651,26.74418605,3381,3368,13,3,6,200,599,3386,3377,9,0,4,0,70,148,1331454348,8996313.16,63592491,69660929.75,7,148633065,17051,448,1330929107,2970823.9,10485863,12918078.11,36,33969142,5083,300,525241,1750.8,22199,46883.22,6,139650,13,,45.07,367872267,448,1330929107,2970823.9,300,148,HiFi,Birds,HiFi,3.529173603,3.527501011,1.146128036,0.602059991,0.84509804,2.303196057,2.77815125,3.529815197,3.528659645,1,0,0.698970004,0,1.851258349,2.173186268,9.124326281,6.954064613,7.803405844,7.842989273,0.903089987,8.172115437,4.231775324,2.652246341,9.124154923,6.472877055,7.020604221,7.11119794,1.568201724,7.53108459,3.706205542,2.478566496,5.720359446,3.243484522,4.346352974,4.671026695,0.84509804,5.14504405,1.146128036,,1.663418212,8.56569705,2.652246341,9.124154923,6.472877055,2.478566496,2.173186268
GCA_047830755.1,birds,43,222,62,10262.6,9065,4637,22236,24,15,4,3,19,0,2,3,12,1,3,0,0,47830755,1,39,42,57.14285714,35.71428571,92.85714286,73.80952381,3366,3341,25,5,19,150,485,3373,3353,16,4,5,12,64,180,1278938765,7105215.36,64429512,70449276.88,7,156573735,12643,409,1278894965,3126882.56,17147933,25035767.96,20,78389413,11300,229,43800,191.27,200,195.43,110,200,100,,43.78,273965372,409,1278894965,3126882.56,229,180,HiFi,Birds,HiFi,3.527243116,3.524006446,1.414973348,0.77815125,1.301029996,2.178976947,2.686636269,3.528145078,3.525563058,1.230448921,0.698970004,0.77815125,1.113943352,1.812913357,2.257678575,9.106849751,6.851577307,7.809084849,7.847876546,0.903089987,8.194718914,4.101884487,2.612783857,9.106834878,6.495111709,7.234211803,7.398560935,1.322219295,7.894257418,4.053116875,2.361727836,4.641484026,2.283911526,2.303196057,2.293207817,2.045322979,2.303196057,2.004321374,,1.651084089,8.437695675,2.612783857,9.106834878,6.495111709,2.361727836,2.257678575
GCA_964035555.1,birds,43,713,37,9488.13,8588,1902,20966,6,24,12,0,6,0,0,0,24,1,11,0,0,964035555,1,30,42,14.28571429,57.14285714,71.42857143,44.04761905,3376,3360,16,4,10,155,424,3384,3376,8,0,4,2,72,141,1166978622,8276444.13,77261329,93602817.06,5,206794109,1000,855,1166835822,1364720.26,3347974,4054153.83,107,15032000,1000,714,142800,200,200,200,357,200,200,,42.08,277764532,855,1166835822,1364720.26,714,141,HiFi,Birds,HiFi,3.528531061,3.526468512,1.230448921,0.698970004,1.041392685,2.193124598,2.62838893,3.529558673,3.528531061,0.954242509,0,0.698970004,0.477121255,1.86332286,2.152288344,9.067062901,6.91784384,7.88796218,7.971288924,0.77815125,8.315538165,3.000434077,2.932473765,9.067009754,6.135043957,6.524782206,6.607900331,2.033423755,7.177016796,3.000434077,2.854306042,5.154731249,2.303196057,2.303196057,2.303196057,2.553883027,2.303196057,2.303196057,,1.634275695,8.443676791,2.932473765,9.067009754,6.135043957,2.854306042,2.152288344
GCA_965178545.1,birds,43,644,7,3380.14,3777,655,6203,0,7,36,0,0,0,0,0,7,1,35,0,0,965178545,1,7,42,0,16.66666667,16.66666667,8.333333333,3373,3352,21,3,14,196,499,3381,3367,13,1,3,6,67,729,1263996688,1733877.49,75391489,69504312.96,6,161071558,1000,1377,1263867088,917841.02,3289653,4064705.66,113,18772288,1000,648,129600,200,200,200,324,200,200,,44.16,263966701,1377,1263867088,917841.02,648,729,HiFi,Birds,HiFi,3.528145078,3.525433553,1.342422681,0.602059991,1.176091259,2.294466226,2.698970004,3.529173603,3.527372083,1.146128036,0.301029996,0.602059991,0.84509804,1.832508913,2.86332286,9.101745936,6.239018659,7.877322327,7.842011761,0.84509804,8.207018862,3.000434077,3.139249218,9.101701405,5.962767936,6.517150222,6.609029209,2.056904851,7.273517232,3.000434077,2.812244697,5.112608353,2.303196057,2.303196057,2.303196057,2.511883361,2.303196057,2.303196057,,1.654753933,8.421549146,3.139249218,9.101701405,5.962767936,2.812244697,2.86332286
GCF_036417845.1,birds,43,157,37,9353.41,8550,3037,18094,8,22,13,2,5,0,1,3,19,2,11,0,0,36417845,1,30,43,18.60465116,51.1627907,69.76744186,43.02325581,3376,3373,3,5,9,157,370,3386,3383,3,0,2,2,52,409,1504415252,3678276.9,88095958,93077541.77,6,222926480,7863,579,1504381252,2598240.5,19797665,23048737.41,24,73202259,7863,170,34000,200,200,200,85,200,200,,44.01,405349341,579,1504381252,2598240.5,170,409,HiFi,Birds,HiFi,3.528531061,3.528145078,0.602059991,0.77815125,1,2.198657087,2.56937391,3.529815197,3.529430354,0.602059991,0,0.477121255,0.477121255,1.72427587,2.612783857,9.177367728,6.565644538,7.944955988,7.968844909,0.84509804,8.348161661,3.895643505,2.763427994,9.177357913,6.414679515,7.296613993,7.362647159,1.397940009,7.864524489,3.895643505,2.23299611,4.53149169,2.303196057,2.303196057,2.303196057,1.934498451,2.303196057,2.303196057,,1.653309013,8.607829472,2.763427994,9.177357913,6.414679515,2.23299611,2.612783857
GCF_020826845.1,mammals,43,148,17,11278.3,9912,1330,28716,2,14,27,0,1,0,1,2,12,2,25,0,0,20826845,1,16,42,4.761904762,33.33333333,38.0952381,20.23809524,3381,3348,33,5,4,218,573,3386,3367,9,10,3,1,60,1075,3005519209,2795831.82,65026825,64736838.9,17,139927959,4838,1290,3004150348,2328798.72,28468213,34296983.82,31,94307620,2118,215,1368861,6366.8,268362,277164.76,2,519385,13,,41.59,1188217428,1290,3004150348,2328798.72,215,1075,HiFi,Mammals,HiFi,3.529173603,3.524915148,1.531478917,0.77815125,0.698970004,2.340444115,2.758911892,3.529815197,3.527372083,1,1.041392685,0.602059991,0.301029996,1.785329835,3.031812271,9.477919508,6.446511199,7.813092556,7.811151496,1.255272505,8.145904503,3.684755622,3.110926242,9.477721664,6.36713214,7.454360222,7.535255941,1.505149978,7.974546789,3.326130957,2.334453751,6.136359668,3.803989415,5.428722638,5.442739578,0.477121255,5.715490239,1.146128036,,1.62930764,9.074895918,3.110926242,9.477721664,6.36713214,2.334453751,3.031812271
GCF_017639515.1,sharks,43,2098,25,22231,19368,6246,49995,6,12,23,0,4,0,2,0,12,1,22,0,0,17639515,1,18,42,14.28571429,28.57142857,42.85714286,29.76190476,3350,3295,55,16,24,63,104,3352,3340,9,3,16,22,33,719,4286311192,5961489.84,169918123,153032500.6,11,274107945,989,3364,4267160924,1268478.28,6544962,11521606.76,145,49152995,20,2645,19150268,7240.18,103029,169990.42,44,535743,2,,45.21,2210327891,3364,4267160924,1268478.28,2645,719,CLR,Cartilaginous fishes,CLR I,3.525174428,3.517987203,1.748188027,1.230448921,1.397940009,1.806179974,2.021189299,3.525433553,3.523876476,1,0.602059991,1.230448921,1.361727836,1.531478917,2.857332496,9.632083698,6.775354881,8.230239705,8.184783678,1.079181246,8.437921625,2.995635195,3.526985069,9.630139021,6.103283378,6.815907196,7.061513086,2.164352856,7.691549994,1.322219295,3.42258984,7.282174879,3.859809343,5.0129637,5.230427002,1.653212514,5.728957316,0.477121255,,1.664735969,9.344456704,3.526985069,9.630139021,6.103283378,3.42258984,2.857332496
GCA_031877795.1,birds,42,272,27,7279.48,6179,4169,20564,2,24,16,0,0,0,2,1,23,3,13,0,0,31877795,1,26,41,4.87804878,58.53658537,63.41463415,32.92682927,3377,3354,23,6,7,266,634,3384,3367,17,0,4,2,48,203,1414802443,6969470.16,89389700,83124306.04,6,173077747,19298,484,1410489790,2914235.1,11872084,15418624.65,33,44761009,3101,281,4312653,15347.52,250699,1096788.08,2,2116532,13,,42.7,377068277,484,1410489790,2914235.1,281,203,HiFi,Birds,HiFi,3.528659645,3.525692525,1.380211242,0.84509804,0.903089987,2.426511261,2.802773725,3.529558673,3.527372083,1.255272505,0,0.698970004,0.477121255,1.69019608,2.309630167,9.150695801,6.843199825,7.951287485,7.919728038,0.84509804,8.238241236,4.285534806,2.685741739,9.149369947,6.464524734,7.074526997,7.188045664,1.531478917,7.650899878,3.491641793,2.450249108,6.634744617,4.186066504,5.399154334,6.040123118,0.477121255,6.325625044,1.146128036,,1.640481437,8.576419998,2.685741739,9.149369947,6.464524734,2.450249108,2.309630167
GCA_031885435.1,birds,42,242,70,7883.77,7895,1690,15477,30,10,2,7,23,0,0,2,8,1,1,0,0,31885435,1,40,41,73.17073171,24.3902439,97.56097561,85.36585366,3370,3354,16,2,18,158,543,3379,3371,5,3,2,9,71,110,1270940266,11554002.42,64395891,67698835.53,7,157118810,16778,359,1268127531,3532388.67,19816254,22082982.52,21,58262181,16778,249,2812735,11296.12,910184,930051.87,2,1324262,13,,43.66,326769926,359,1268127531,3532388.67,249,110,HiFi,Birds,HiFi,3.527758753,3.525692525,1.230448921,0.477121255,1.278753601,2.201397124,2.7355989,3.5289167,3.527887566,0.77815125,0.602059991,0.477121255,1,1.857332496,2.045322979,9.10412514,7.062732492,7.808858163,7.830581205,0.903089987,8.196228184,4.224766074,2.556302501,9.103162932,6.548068606,7.297021582,7.344057748,1.342422681,7.765386746,4.224766074,2.397940009,6.449128972,4.052967742,5.959129674,5.968507637,0.477121255,6.121974245,1.146128036,,1.649918719,8.514242081,2.556302501,9.103162932,6.548068606,2.397940009,2.045322979
GCA_037962945.1,birds,42,148,24,4532.04,4349,1285,7464,4,16,22,0,4,0,0,4,12,7,15,0,0,37962945,1,20,41,9.756097561,39.02439024,48.7804878,29.26829268,3379,3344,35,4,7,249,562,3384,3359,25,0,2,4,48,124,1543950730,12451215.56,96420541,104591281.8,5,234816392,11892,278,1543919930,5553668.81,40899883,67104733.55,10,233235662,11892,154,30800,200,200,200,77,200,200,,44.12,493069138,278,1543919930,5553668.81,154,124,HiFi,Birds,HiFi,3.5289167,3.524396122,1.556302501,0.698970004,0.903089987,2.397940009,2.750508395,3.529558673,3.526339277,1.414973348,0,0.477121255,0.698970004,1.69019608,2.096910013,9.188633437,7.095211787,7.984169568,8.01949549,0.77815125,8.370728413,4.075291419,2.445604203,9.188624774,6.744580055,7.611722076,7.826753163,1.041392685,8.367794957,4.075291419,2.190331698,4.488564817,2.303196057,2.303196057,2.303196057,1.892094603,2.303196057,2.303196057,,1.654369091,8.692907821,2.445604203,9.188624774,6.744580055,2.190331698,2.096910013
GCA_048771995.1,birds,42,9,82,11878.2,10498,3197,30340,41,0,1,38,3,0,0,0,0,1,0,0,0,48771995,1,41,41,100,0,100,100,3375,3356,19,2,13,160,471,3377,3365,11,1,2,11,71,42,1141165377,27170604.21,72089520,71340967.44,6,152518735,16855,51,1140849811,22369604.14,65033001,67243339.69,6,152518735,1,9,315566,35062.89,100080,95580.21,2,100085,25,,42.68,255810588,51,1140849811,22369604.14,9,42,HiFi,Birds,CLR I,3.528402438,3.525951341,1.301029996,0.477121255,1.146128036,2.206825876,2.673941999,3.528659645,3.527114112,1.079181246,0.301029996,0.477121255,1.079181246,1.857332496,1.633468456,9.057348587,7.434099312,7.85787214,7.853339001,0.84509804,8.183323197,4.226754523,1.716003344,9.057228475,7.349658318,7.813133802,7.827649281,0.84509804,8.183323197,0.301029996,1,5.499091581,4.544860095,5.000351636,4.980372524,0.477121255,5.000373333,1.414973348,,1.64028263,8.407918518,1.716003344,9.057228475,7.349658318,1,1.633468456
GCA_963989345.1,birds,42,540,38,8532.55,7894,1503,15966,5,28,9,1,3,0,1,0,28,1,8,0,0,963989345,1,33,41,12.19512195,68.29268293,80.48780488,46.34146341,3382,3377,5,2,6,136,418,3387,3381,5,1,1,2,51,272,1206104048,4434206.06,78069974,91498580.18,5,207631701,1000,816,1205995423,1477935.57,3738964,4434037.2,100,13508227,1000,544,108625,199.68,200,199.96,272,200,25,,42.3,306240780,816,1205995423,1477935.57,544,272,HiFi,Birds,HiFi,3.529301998,3.528659645,0.77815125,0.477121255,0.84509804,2.136720567,2.622214023,3.529943402,3.529173603,0.77815125,0.301029996,0.301029996,0.477121255,1.716003344,2.436162647,9.081384775,6.646815969,7.89248404,7.96141436,0.77815125,8.317293664,3.000434077,2.912222057,9.08134566,6.169655795,6.5727514,6.64679943,2.004321374,7.130598382,3.000434077,2.736396502,5.035933788,2.302504092,2.303196057,2.303109622,2.436162647,2.303196057,1.414973348,,1.636487896,8.486063024,2.912222057,9.08134566,6.169655795,2.736396502,2.436162647
GCA_964034855.1,birds,42,1124,12,7741.92,7889,1118,15174,2,8,32,0,2,0,0,0,8,3,29,0,0,964034855,1,10,41,4.87804878,19.51219512,24.3902439,14.63414634,3370,3359,11,2,18,173,407,3376,3370,6,0,2,12,59,715,1287337719,1800472.33,79251119,89945025.65,5,213089697,1000,1852,1287110319,694983.97,2049950,2699765.12,178,12412735,1000,1137,227400,200,200,200,569,200,200,,43.68,370784449,1852,1287110319,694983.97,1137,715,HiFi,Birds,HiFi,3.527758753,3.526339277,1.079181246,0.477121255,1.278753601,2.240549248,2.610660163,3.528531061,3.527758753,0.84509804,0,0.477121255,1.113943352,1.77815125,2.854913022,9.109692495,6.255386693,7.899005409,7.953977155,0.77815125,8.328562454,3.000434077,3.267875419,9.109615772,5.841975412,6.31174348,6.431326143,2.252853031,7.093867519,3.000434077,3.056142262,5.35679237,2.303196057,2.303196057,2.303196057,2.755874856,2.303196057,2.303196057,,1.650113164,8.569121512,3.267875419,9.109615772,5.841975412,3.056142262,2.854913022
GCA_964106895.1,birds,42,770,15,4723.2,4736,1845,8176,0,15,27,0,0,0,0,0,15,6,21,0,0,964106895,1,15,41,0,36.58536585,36.58536585,18.29268293,3363,3343,20,3,24,221,517,3371,3356,15,0,2,17,45,1819,1348876333,741548.29,63363742,66826363.31,8,141981056,1000,2604,1348719333,517941.37,2605715,3825338.74,133,19121832,1000,785,157000,200,200,200,393,200,200,,43.98,373810446,2604,1348719333,517941.37,785,1819,HiFi,Birds,HiFi,3.526855987,3.524266269,1.322219295,0.602059991,1.397940009,2.346352974,2.71432976,3.527887566,3.525951341,1.204119983,0,0.477121255,1.255272505,1.662757832,3.260071388,9.129972135,5.870140023,7.801840824,7.824947834,0.954242509,8.152230405,3.000434077,3.415807728,9.129921583,5.71428144,6.41592708,6.582670012,2.127104798,7.281529521,3.000434077,2.895422546,5.195902419,2.303196057,2.303196057,2.303196057,2.595496222,2.303196057,2.303196057,,1.653019451,8.572651435,3.415807728,9.129921583,5.71428144,2.895422546,3.260071388
GCA_964188345.1,birds,42,550,27,4173.81,4081,805,9001,5,18,19,0,4,0,1,0,18,1,18,0,0,964188345,1,23,41,12.19512195,43.90243902,56.09756098,32.92682927,3381,3354,27,2,7,149,384,3384,3361,22,1,3,3,45,936,1300248985,1389154.9,69288905,86016716.73,6,207338842,1000,1507,1300134785,862730.45,3518761,4458621.88,108,17902756,1000,571,114200,200,200,200,286,200,200,,42.87,358142925,1507,1300134785,862730.45,571,936,HiFi,Birds,HiFi,3.529173603,3.525692525,1.447158031,0.477121255,0.903089987,2.176091259,2.58546073,3.529558673,3.526597709,1.361727836,0.301029996,0.602059991,0.602059991,1.662757832,2.971739591,9.114026524,6.142750988,7.840663704,7.934582867,0.84509804,8.316680671,3.000434077,3.178401342,9.113988378,5.93587563,6.546389893,6.64920074,2.037426498,7.252919917,3.000434077,2.757396029,5.057669907,2.303196057,2.303196057,2.303196057,2.457881897,2.303196057,2.303196057,,1.642167634,8.554056377,3.178401342,9.113988378,5.93587563,2.757396029,2.971739591
GCA_964195595.2,birds,42,518,17,5588.71,4408,2174,10123,0,17,25,0,0,0,0,0,17,1,24,0,0,964195595,2,17,41,0,41.46341463,41.46341463,20.73170732,3383,3341,42,4,3,265,630,3388,3353,35,0,1,1,55,355,1366205003,3848464.8,86023716,94444779.12,5,221108703,1000,880,1366099988,1552386.35,4142416,4923479.57,99,15265181,1000,525,105015,200.03,200,200.03,263,215,200,,43.29,329530681,880,1366099988,1552386.35,525,355,HiFi,Birds,HiFi,3.529430354,3.524006446,1.633468456,0.698970004,0.602059991,2.424881637,2.800029359,3.530071569,3.525563058,1.556302501,0,0.301029996,0.301029996,1.748188027,2.551449998,9.135515872,6.585287631,7.934618204,7.97517796,0.77815125,8.344605839,3.000434077,2.944975908,9.135482488,6.191000095,6.617253815,6.692272228,2,7.183701987,3.000434077,2.720985744,5.021255472,2.303260873,2.303196057,2.303260873,2.421603927,2.334453751,2.303196057,,1.64630568,8.517895857,2.944975908,9.135482488,6.191000095,2.720985744,2.551449998
GCA_964211825.1,birds,42,466,38,8144.5,8490,1873,16906,8,25,8,0,3,0,5,1,24,1,7,0,0,964211825,1,33,41,19.51219512,60.97560976,80.48780488,46.34146341,3379,3351,28,2,9,170,420,3384,3364,19,1,4,2,64,862,1252319576,1452806.93,79844515,89108712.3,5,207520437,1000,1336,1252224776,937293.99,4150808,4758781.2,94,17540155,1000,474,94800,200,200,200,237,200,200,,42.19,339285562,1336,1252224776,937293.99,474,862,HiFi,Birds,HiFi,3.5289167,3.52530401,1.462397998,0.477121255,1,2.23299611,2.624282096,3.529558673,3.526985069,1.301029996,0.301029996,0.698970004,0.477121255,1.812913357,2.936010796,9.09771517,6.162208202,7.902245093,7.949920173,0.77815125,8.317060875,3.000434077,3.126131407,9.097682293,5.971876296,6.61813275,6.677495828,1.977723605,7.244033452,3.000434077,2.67669361,4.976812918,2.303196057,2.303196057,2.303196057,2.376576957,2.303196057,2.303196057,,1.635383204,8.53056538,3.126131407,9.097682293,5.971876296,2.67669361,2.936010796
