Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Technology,Extended lineage,Assembly tech,mean_telo_N50,median_telo_N50
GCF_007474595.2,mammals,20,840,6,3654.67,4016,530,6699,0,5,14,0,0,0,0,0,5,0,14,0,0,7474595,2,5,20,0,25,25,15,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_009762305.2,mammals,20,177,5,8159.8,7699,3385,13870,0,5,15,0,0,0,0,0,5,1,14,0,0,9762305,2,5,19,0,26.31578947,26.31578947,13.15789474,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_027409185.1,mammals,20,116,19,11634.4,11593,2273,25701,3,14,3,0,2,0,1,1,13,0,3,0,0,27409185,1,17,20,15,70,85,47.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_028018385.1,mammals,20,181,21,10712.6,10088,1741,22312,7,9,4,0,5,0,2,0,9,1,3,0,0,28018385,1,16,20,35,45,80,52.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_030435805.1,mammals,20,39,30,11153.3,9900,915,25484,11,8,1,1,10,0,0,2,6,1,0,0,0,30435805,1,19,20,55,40,95,75,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_046126795.1,reptiles,20,272,11,2778.45,2108,697,8875,3,8,9,0,0,0,3,0,8,1,8,0,0,46126795,1,11,19,15.78947368,42.10526316,57.89473684,28.94736842,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_947247035.1,reptiles,20,1794,25,6543.56,5011,1028,14292,9,9,2,0,7,0,2,0,9,1,1,0,0,947247035,1,18,19,47.36842105,47.36842105,94.73684211,65.78947368,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_951804945.1,reptiles,20,43,25,3035.28,2100,559,11837,13,1,5,1,8,1,3,0,1,1,4,0,0,951804945,1,14,19,68.42105263,5.263157895,73.68421053,65.78947368,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964194415.1,reptiles,20,1056,30,6269.23,6765,1134,17040,12,6,2,0,12,0,0,0,6,1,1,0,0,964194415,1,18,19,63.15789474,31.57894737,94.73684211,78.94736842,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_027172205.1,reptiles,20,30,32,6334.66,6330,3493,8741,12,8,0,3,9,0,0,2,6,0,0,0,0,27172205,1,20,20,60,40,100,80,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_028583425.1,reptiles,20,62,28,9049.21,8465,1267,16649,10,8,2,3,7,0,0,3,5,0,2,0,0,28583425,1,18,19,52.63157895,42.10526316,94.73684211,73.68421053,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_038501925.1,amphibians,19,491,11,8179.18,7860,4763,14900,1,9,9,0,1,0,0,0,9,1,8,0,0,38501925,1,10,18,5.555555556,50,55.55555556,30.55555556,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_900747795.2,fish,19,1344,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,18,0,0,900747795,2,0,18,0,0,0,0,CLR,Ray-finned fishes,CLR II,,
GCF_963514075.1,fish,19,996,13,6966.15,7780,792,12694,4,6,9,0,3,0,1,0,6,0,9,0,0,963514075,1,10,19,21.05263158,31.57894737,52.63157895,34.21052632,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_015852565.1,invertebrate,19,125,4,994.5,984,734,1275,0,4,15,0,0,0,0,0,4,0,15,0,0,15852565,1,4,19,0,21.05263158,21.05263158,10.52631579,CLR,Other Deuterostomes,CLR,4509.2307692307695,4241.0
GCA_035083965.1,invertebrate,19,103,28,5393.36,5308,2422,11261,10,9,0,0,9,0,1,0,9,0,0,0,0,35083965,1,19,19,52.63157895,47.36842105,100,73.68421053,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_043880285.1,mammals,19,327,17,6974.29,4307,952,21429,5,9,5,0,2,0,3,0,9,1,4,0,0,43880285,1,14,18,27.77777778,50,77.77777778,47.22222222,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_045843805.1,mammals,19,598,6,5618.33,3980,760,15696,3,2,14,0,1,0,2,0,2,1,13,0,0,45843805,1,5,18,16.66666667,11.11111111,27.77777778,16.66666667,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_030028045.1,mammals,19,226,28,10536.8,10908,2829,19080,12,5,2,0,11,0,1,0,5,1,1,0,0,30028045,1,17,18,66.66666667,27.77777778,94.44444444,77.77777778,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_918807975.1,otherChordates,19,53,24,3453.33,3575,671,4646,8,7,3,0,7,0,1,1,6,1,2,0,0,918807975,1,15,18,44.44444444,38.88888889,83.33333333,66.66666667,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_030412105.1,reptiles,19,27,22,10391.4,8225,527,25156,7,8,4,1,5,0,1,2,6,2,2,0,0,30412105,1,15,18,38.88888889,44.44444444,83.33333333,61.11111111,HiFi,Lepidosauria,HiFiasm,9430.628571428571,9306.0
GCA_964273705.1,reptiles,19,2003,21,3760,3631,517,12580,7,8,4,0,5,0,2,0,8,1,3,0,0,964273705,1,15,18,38.88888889,44.44444444,83.33333333,58.33333333,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_963506605.1,reptiles,19,683,23,10035.4,9096,2450,18321,7,11,1,0,5,0,2,0,11,0,1,0,0,963506605,1,18,19,36.84210526,57.89473684,94.73684211,60.52631579,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964204655.1,amphibians,18,4580,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,17,0,0,964204655,1,0,17,0,0,0,0,HiFi,Amphibians,HiFi,,
GCA_031876335.1,mammals,18,115,18,7994.33,4158,616,24761,5,8,5,0,4,0,1,0,8,1,4,0,0,31876335,1,13,18,27.77777778,44.44444444,72.22222222,50,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_038363095.2,mammals,18,45,19,11121.1,11746,4545,20170,8,5,5,1,5,0,2,0,5,2,3,0,0,38363095,2,13,17,47.05882353,29.41176471,76.47058824,55.88235294,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_043728145.1,mammals,18,387,17,5550.53,4550,914,13767,4,11,3,0,1,0,3,0,11,1,2,0,0,43728145,1,15,17,23.52941176,64.70588235,88.23529412,50,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_043748575.1,mammals,18,61,21,5294.43,4505,1205,13511,10,5,3,0,5,0,5,0,5,1,2,0,0,43748575,1,15,17,58.82352941,29.41176471,88.23529412,61.76470588,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_046562885.1,mammals,18,140,27,4690.52,4192,1149,10357,11,6,1,0,9,0,2,0,6,0,1,0,0,46562885,1,17,18,61.11111111,33.33333333,94.44444444,75,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964106825.2,mammals,18,1845,12,2898.67,1733,682,11861,1,10,7,0,1,0,0,0,10,1,6,0,0,964106825,2,11,17,5.882352941,58.82352941,64.70588235,35.29411765,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964194135.1,mammals,18,1056,25,4350.48,2953,678,10833,8,9,1,0,8,0,0,0,9,1,0,0,0,964194135,1,17,17,47.05882353,52.94117647,100,73.52941176,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_903992535.2,mammals,18,827,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,903992535,2,0,18,0,0,0,0,CLR,Mammals,CLR,,
GCA_024294585.1,reptiles,18,764,31,13660.7,12363,2343,38668,14,3,1,0,14,0,0,0,3,0,1,0,0,24294585,1,17,18,77.77777778,16.66666667,94.44444444,86.11111111,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_009769535.1,reptiles,18,1393,8,1389.62,1204,534,2852,1,6,10,0,0,0,1,0,6,0,10,0,0,9769535,1,7,18,5.555555556,33.33333333,38.88888889,22.22222222,CLR,Lepidosauria,CLR I,9430.628571428571,9306.0
GCF_035149785.1,reptiles,18,101,23,6058.17,5423,1489,13051,8,7,3,0,7,0,1,0,7,0,3,0,0,35149785,1,15,18,44.44444444,38.88888889,83.33333333,63.88888889,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_026652325.1,amphibians,17,893,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,16,0,0,26652325,1,0,16,0,0,0,0,HiFi,Amphibians,HiFi,,
GCA_964261635.1,amphibians,17,5204,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,964261635,1,0,17,0,0,0,0,HiFi,Amphibians,HiFi,,
GCF_902362185.1,fish,17,111,13,2725.77,2724,912,4097,3,8,6,0,2,0,1,0,8,0,6,0,0,902362185,1,11,16,18.75,50,68.75,40.625,CLR,Ray-finned fishes,CLR II,6763.489795918367,6472.0
GCA_038363145.1,mammals,17,81,20,13347.5,12314,8232,24005,6,8,3,0,6,0,0,0,8,0,3,0,0,38363145,1,14,17,35.29411765,47.05882353,82.35294118,58.82352941,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_039655065.1,mammals,17,47,12,11257.7,10575,6987,16297,4,7,6,0,1,1,2,1,6,1,5,0,0,39655065,1,11,16,25,43.75,68.75,37.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_043727835.1,mammals,17,82,18,8987.17,8253,759,21199,8,5,4,0,3,0,5,0,5,1,3,0,0,43727835,1,13,16,50,31.25,81.25,56.25,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_963455305.1,mammals,17,1237,25,8984.04,8484,949,17335,8,7,1,0,7,0,1,0,7,1,0,0,0,963455305,1,15,16,50,43.75,93.75,78.125,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964656455.1,mammals,17,1130,20,3313.4,2364,671,9534,5,10,2,0,5,0,0,0,10,1,1,0,0,964656455,1,15,16,31.25,62.5,93.75,62.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_004126475.2,mammals,17,863,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,4126475,2,0,17,0,0,0,0,CLR,Mammals,CLR I,,
GCA_030867105.1,reptiles,17,73,27,8546.59,8906,852,17059,10,7,0,2,6,0,2,0,7,0,0,0,0,30867105,1,17,17,58.82352941,41.17647059,100,79.41176471,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_047715975.1,reptiles,17,109,30,15440.7,12215,5112,39363,13,4,0,0,11,0,2,0,4,0,0,0,0,47715975,1,17,17,76.47058824,23.52941176,100,88.23529412,HiFi,Lepidosauria,HiFiasm,9430.628571428571,9306.0
GCF_030867095.1,reptiles,17,153,28,11917,10979,6562,19912,12,4,1,0,12,0,0,0,4,1,0,0,0,30867095,1,16,16,75,25,100,87.5,HiFi,Crocodilians,HiFiasm,13232.0,13232.0
GCA_964263255.1,amphibians,16,4024,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,964263255,1,0,16,0,0,0,0,HiFi,Amphibians,HiFi,,
GCA_964106545.1,mammals,16,2953,18,8671.5,10575,1736,13738,3,12,1,0,3,0,0,0,12,1,0,0,0,964106545,1,15,15,20,80,100,60,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964204865.1,otherChordates,16,34,15,3804.4,2772,1082,8888,1,13,2,0,1,0,0,2,11,1,1,0,0,964204865,1,14,15,6.666666667,86.66666667,93.33333333,50,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_021292165.1,reptiles,16,847,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,21292165,1,0,16,0,0,0,0,CLR,Lepidosauria,CLR I,,
GCA_030020295.1,reptiles,16,118,21,11389.2,12772,872,17762,8,5,3,1,6,0,1,1,4,0,3,0,0,30020295,1,13,16,50,31.25,81.25,65.625,HiFi,Crocodilians,HiFi,13232.0,13232.0
GCA_035046505.1,reptiles,16,363,25,13206.1,14407,1362,27097,12,3,1,0,9,0,3,0,3,0,1,0,0,35046505,1,15,16,75,18.75,93.75,78.125,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_027410445.1,amphibians,15,3140,5,10638.8,12752,951,17577,2,3,10,0,0,0,2,0,3,1,9,0,0,27410445,1,5,14,14.28571429,21.42857143,35.71428571,17.85714286,CLR,Amphibians,CLR I,10892.583333333334,10625.5
GCF_027789765.1,amphibians,15,728,20,14169.8,12714,2024,37777,8,6,1,0,6,0,2,0,6,0,1,0,0,27789765,1,14,15,53.33333333,40,93.33333333,66.66666667,CLR,Amphibians,CLR I TrioCanu,10892.583333333334,10625.5
GCA_020510985.1,fish,15,2379,14,4063.71,3895,971,7254,5,4,6,0,5,0,0,0,4,0,6,0,0,20510985,1,9,15,33.33333333,26.66666667,60,46.66666667,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCA_022682495.2,mammals,15,601,20,6891.8,4404,842,20109,8,6,1,0,6,0,2,0,6,0,1,0,0,22682495,2,14,15,53.33333333,40,93.33333333,66.66666667,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_043880425.1,mammals,15,152,11,4959.55,4199,1070,13006,5,4,6,0,2,0,3,0,4,1,5,0,0,43880425,1,9,14,35.71428571,28.57142857,64.28571429,39.28571429,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_036850995.1,mammals,15,395,3,3755,3605,2215,5445,0,3,12,0,0,0,0,0,3,1,11,0,0,36850995,1,3,14,0,21.42857143,21.42857143,10.71428571,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCA_964187855.1,otherChordates,15,4403,2,6597,6597,922,12272,0,2,13,0,0,0,0,0,2,1,12,0,0,964187855,1,2,14,0,14.28571429,14.28571429,7.142857143,HiFi,Cyclostomes,HiFi,12463.666666666666,12351.0
GCF_037176765.1,reptiles,15,191,24,10703.5,10263,872,20677,12,2,1,0,10,0,2,0,2,0,1,0,0,37176765,1,14,15,80,13.33333333,93.33333333,80,HiFi,Lepidosauria,HiFiasm,9430.628571428571,9306.0
GCA_048565345.1,amphibians,14,3857,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,13,0,0,48565345,1,0,13,0,0,0,0,HiFi,Amphibians,HiFi,,
GCA_901765095.2,amphibians,14,2332,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,901765095,2,0,14,0,0,0,0,CLR,Amphibians,CLR I,,
GCA_965119305.1,amphibians,14,3011,8,9910,10642,3049,14688,3,3,8,0,2,0,1,0,3,1,7,0,0,965119305,1,6,13,23.07692308,23.07692308,46.15384615,30.76923077,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_043290085.1,mammals,14,769,15,4844,4728,1534,8829,5,6,3,0,3,0,2,0,6,1,2,0,0,43290085,1,11,13,38.46153846,46.15384615,84.61538462,57.69230769,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_045364815.1,reptiles,14,211,10,18863.7,15485,5065,38091,2,4,7,0,2,0,0,0,4,1,6,0,0,45364815,1,6,14,14.28571429,28.57142857,42.85714286,35.71428571,HiFi,Turtles,HiFi,13941.3125,14035.5
GCF_031021105.1,reptiles,14,1360,15,7775.13,4729,659,27850,6,1,4,0,4,0,2,0,1,0,4,0,0,31021105,1,7,14,42.85714286,7.142857143,50,53.57142857,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_036971445.1,sharks,14,1433,19,10822.8,9648,1991,20209,6,8,0,0,3,0,3,0,8,0,0,0,0,36971445,1,14,14,42.85714286,57.14285714,100,67.85714286,HiFi,Cartilaginous fishes,HiFi,17665.75,12986.5
GCA_036172795.1,amphibians,13,262,21,14722.6,13655,8839,25538,11,1,1,0,9,0,2,0,1,1,0,0,0,36172795,1,12,12,91.66666667,8.333333333,100,87.5,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_964205295.1,amphibians,13,6541,5,4820,5716,1590,8010,0,5,8,0,0,0,0,0,5,1,7,0,0,964205295,1,5,12,0,41.66666667,41.66666667,20.83333333,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_027358695.1,amphibians,13,102,21,10807.2,12034,2474,18521,9,3,1,0,8,0,1,0,3,0,1,0,0,27358695,1,12,13,69.23076923,23.07692308,92.30769231,80.76923077,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_029499605.1,amphibians,13,2109,1,17365,17365,17365,17365,0,1,12,0,0,0,0,0,1,0,12,0,0,29499605,1,1,13,0,7.692307692,7.692307692,3.846153846,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_035609145.1,amphibians,13,653,15,8752.33,9632,2649,15356,4,8,1,0,3,0,1,0,8,0,1,0,0,35609145,1,12,13,30.76923077,61.53846154,92.30769231,57.69230769,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_036172605.1,amphibians,13,348,18,10753.3,9170,4853,20436,6,6,1,0,6,0,0,0,6,0,1,0,0,36172605,1,12,13,46.15384615,46.15384615,92.30769231,69.23076923,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_905171775.1,amphibians,13,1759,3,1979.33,2321,1118,2499,0,3,10,0,0,0,0,0,3,0,10,0,0,905171775,1,3,13,0,23.07692308,23.07692308,11.53846154,CLR,Amphibians,CLR II,10892.583333333334,10625.5
GCA_949606895.1,fish,13,4105,9,7118.67,7591,507,16397,2,6,5,0,1,0,1,0,6,1,4,0,0,949606895,1,8,12,16.66666667,50,66.66666667,37.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_037038545.1,mammals,13,68,22,11871.5,11863,1767,20077,11,0,2,2,9,0,0,0,0,1,1,0,0,37038545,1,11,12,91.66666667,0,91.66666667,91.66666667,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_036850765.1,mammals,13,366,2,4349.5,4349,3327,5372,1,0,12,0,1,0,0,0,0,0,12,0,0,36850765,1,1,13,7.692307692,0,7.692307692,7.692307692,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCA_031893055.1,amphibians,12,918,7,11398.9,11903,4695,16568,2,3,7,0,1,0,1,0,3,1,6,0,0,31893055,1,5,11,18.18181818,27.27272727,45.45454545,31.81818182,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_037306005.1,amphibians,12,1910,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,11,0,0,37306005,1,0,11,0,0,0,0,HiFi,Amphibians,HiFi,,
GCA_038048845.1,amphibians,12,1394,1,10539,10539,10539,10539,0,1,11,0,0,0,0,0,1,0,11,0,0,38048845,1,1,12,0,8.333333333,8.333333333,4.166666667,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_048569485.1,amphibians,12,3719,14,12304.1,11259,4939,21849,9,3,0,0,2,0,7,0,3,0,0,0,0,48569485,1,12,12,75,25,100,58.33333333,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_027579735.1,amphibians,12,6635,9,3495.33,2852,1152,8279,2,5,5,0,1,0,1,0,5,0,5,0,0,27579735,1,7,12,16.66666667,41.66666667,58.33333333,37.5,CLR,Amphibians,CLR I,10892.583333333334,10625.5
GCF_028390025.1,amphibians,12,2582,3,8349.67,5559,4597,14893,0,3,9,0,0,0,0,0,3,0,9,0,0,28390025,1,3,12,0,25,25,12.5,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_040937935.1,amphibians,12,3027,2,4995.5,4995,524,9467,1,1,10,0,0,0,1,0,1,0,10,0,0,40937935,1,2,12,8.333333333,8.333333333,16.66666667,8.333333333,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_027595985.1,mammals,12,1401,11,8276.82,6760,1798,19627,4,4,4,0,3,0,1,0,4,0,4,0,0,27595985,1,8,12,33.33333333,33.33333333,66.66666667,45.83333333,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_027917425.1,amphibians,11,1717,8,14795.2,17672,2211,24426,1,7,3,0,0,0,1,0,7,0,3,0,0,27917425,1,8,11,9.090909091,63.63636364,72.72727273,36.36363636,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_040894005.1,amphibians,11,411,5,3948.4,1990,1468,10567,0,5,6,0,0,0,0,0,5,0,6,0,0,40894005,1,5,11,0,45.45454545,45.45454545,22.72727273,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_905171765.1,amphibians,11,4139,7,2489.29,1843,1092,7694,0,7,4,0,0,0,0,0,7,0,4,0,0,905171765,1,7,11,0,63.63636364,63.63636364,31.81818182,CLR,Amphibians,CLR II,10892.583333333334,10625.5
GCF_011100635.1,mammals,11,1655,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,10,0,0,11100635,1,0,10,0,0,0,0,CLR,Mammals,CLR I,,
GCA_030440675.1,reptiles,11,12,19,13237.1,13664,5858,18401,9,1,1,2,7,0,0,0,1,0,1,0,0,30440675,1,10,11,81.81818182,9.090909091,90.90909091,86.36363636,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_032444005.1,amphibians,10,752,15,12683.5,10137,2091,34365,7,3,0,0,5,0,2,0,3,0,0,0,0,32444005,1,10,10,70,30,100,75,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_037893015.1,mammals,10,4431,3,817.333,804,713,935,0,3,7,0,0,0,0,0,3,1,6,0,0,37893015,1,3,9,0,33.33333333,33.33333333,16.66666667,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_027887165.1,mammals,10,2252,8,19919.9,22377,6302,27077,3,2,5,0,3,0,0,0,2,0,5,0,0,27887165,1,5,10,30,20,50,40,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_947561715.1,otherChordates,10,32,18,2706.83,2694,1473,3455,9,0,1,3,6,0,0,0,0,1,0,0,0,947561715,1,9,9,100,0,100,100,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_947623445.1,otherChordates,10,56,15,8694.4,9005,4069,11391,6,3,1,0,6,0,0,0,3,1,0,0,0,947623445,1,9,9,66.66666667,33.33333333,100,83.33333333,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_963924565.1,otherChordates,10,393,14,4232.21,4145,3012,5779,5,4,1,0,5,0,0,0,4,1,0,0,0,963924565,1,9,9,55.55555556,44.44444444,100,77.77777778,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_965202585.1,otherChordates,10,151,14,3975.86,4216,739,7893,6,2,2,0,6,0,0,0,2,1,1,0,0,965202585,1,8,9,66.66666667,22.22222222,88.88888889,77.77777778,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCF_028372415.1,mammals,9,487,12,8667.42,8031,1909,16274,5,2,2,0,5,0,0,0,2,0,2,0,0,28372415,1,7,9,55.55555556,22.22222222,77.77777778,66.66666667,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_963082875.1,otherChordates,8,243,13,3621.69,3707,2298,4426,6,1,1,0,6,0,0,0,1,1,0,0,0,963082875,1,7,7,85.71428571,14.28571429,100,92.85714286,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_048593225.1,mammals,7,1514,1,9798,9798,9798,9798,0,1,6,0,0,0,0,0,1,0,6,0,0,48593225,1,1,7,0,14.28571429,14.28571429,7.142857143,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_048593235.1,mammals,7,1908,2,30770,30770,11548,49992,0,2,5,0,0,0,0,0,2,0,5,0,0,48593235,1,2,7,0,28.57142857,28.57142857,14.28571429,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_019393635.1,mammals,7,254,3,1252,1381,613,1762,0,3,4,0,0,0,0,0,3,0,4,0,0,19393635,1,3,7,0,42.85714286,42.85714286,21.42857143,CLR,Mammals,CLR II,10073.07643312102,9936.0
GCA_048593285.1,mammals,6,151,1,6755,6755,6755,6755,0,1,5,0,0,0,0,0,1,0,5,0,0,48593285,1,1,6,0,16.66666667,16.66666667,8.333333333,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_036784965.1,fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36784965,1,0,0,,,,,HiFi,Ray-finned fishes,HiFi,,
GCA_005190385.3,mammals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190385,3,0,0,,,,,CLR,Mammals,CLR I,,
GCA_026230055.1,mammals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26230055,1,0,0,,,,,HiFi,Mammals,,,
GCF_014108235.1,mammals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14108235,1,0,0,,,,,CLR,Mammals,CLR I,,
GCA_032164245.1,reptiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32164245,1,0,0,,,,,HiFi,Turtles,HiFi,,
